Disease,Disease ID,Drug,Drug ID,Type,Mechanism of action,Action type,Activity,Target,Target ID,Target class
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH7,ENSG00000184611,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH1,ENSG00000143473,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNV1,ENSG00000164794,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA10,ENSG00000143105,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNS2,ENSG00000156486,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNS1,ENSG00000124134,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ3,ENSG00000184156,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNC2,ENSG00000166006,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH5,ENSG00000140015,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH4,ENSG00000089558,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH2,ENSG00000055118,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ5,ENSG00000185760,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNB2,ENSG00000182674,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ4,ENSG00000117013,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ2,ENSG00000075043,VOLTAGE-GATED POTASSIUM CHANNEL
CARDIAC ARRHYTHMIA,EFO_0004269,TEDISAMIL,CHEMBL2111110,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA4,ENSG00000182255,VOLTAGE-GATED POTASSIUM CHANNEL
CROHN,EFO_0000384,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA3,ENSG00000011677,GABA-A RECEPTOR
CROHN COLITIS,EFO_0005622,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE-1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP1,ENSG00000196611,METALLO PROTEASE M10A SUBFAMILY
CROHN COLITIS,EFO_0005622,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE 13 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP13,ENSG00000137745,METALLO PROTEASE M10A SUBFAMILY
CROHN,EFO_0000384,PREDNISONE,CHEMBL635,SMALL MOLECULE,GLUCOCORTICOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,NR3C1,ENSG00000113580,NUCLEAR HORMONE RECEPTOR SUBFAMILY 3 GROUP C MEMBER 1
CROHN,EFO_0000384,ERGOCALCIFEROL,CHEMBL1536,SMALL MOLECULE,VITAMIN D RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,VDR,ENSG00000111424,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP I MEMBER 1
CROHN,EFO_0000384,CHOLECALCIFEROL,CHEMBL1042,SMALL MOLECULE,VITAMIN D RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,VDR,ENSG00000111424,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP I MEMBER 1
CROHN,EFO_0000384,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA1,ENSG00000022355,GABA-A RECEPTOR
CROHN,EFO_0000384,CAFFEINE,CHEMBL113,SMALL MOLECULE,ADENOSINE RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,ADORA1,ENSG00000163485,ADENOSINE RECEPTOR
CROHN,EFO_0000384,METHOTREXATE,CHEMBL34259,SMALL MOLECULE,DIHYDROFOLATE REDUCTASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,DHFR,ENSG00000228716,OXIDOREDUCTASE
CROHN,EFO_0000384,METHYLPREDNISOLONE,CHEMBL650,SMALL MOLECULE,GLUCOCORTICOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,NR3C1,ENSG00000113580,NUCLEAR HORMONE RECEPTOR SUBFAMILY 3 GROUP C MEMBER 1
CROHN COLITIS,EFO_0005622,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE 8 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP8,ENSG00000118113,METALLO PROTEASE M10A SUBFAMILY
CROHN,EFO_0000384,DEXAMETHASONE,CHEMBL384467,SMALL MOLECULE,GLUCOCORTICOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,NR3C1,ENSG00000113580,NUCLEAR HORMONE RECEPTOR SUBFAMILY 3 GROUP C MEMBER 1
CROHN,EFO_0000384,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG3,ENSG00000182256,GABA-A RECEPTOR
CROHN,EFO_0000384,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG2,ENSG00000113327,GABA-A RECEPTOR
CROHN,EFO_0000384,DEXTROMETHORPHAN,CHEMBL52440,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR SUBUNIT EPSILON 1 ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,GRIN2A,ENSG00000183454,NMDA RECEPTOR
CROHN COLITIS,EFO_0005622,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE 7 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP7,ENSG00000137673,METALLO PROTEASE M10A SUBFAMILY
CROHN,EFO_0000384,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA5,ENSG00000186297,GABA-A RECEPTOR
CROHN,EFO_0000384,USTEKINUMAB,CHEMBL1201835,ANTIBODY,INTERLEUKIN-23 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,IL12B,ENSG00000113302,SECRETED PROTEIN
CROHN,EFO_0000384,CAFFEINE,CHEMBL113,SMALL MOLECULE,ADENOSINE RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,ADORA3,ENSG00000282608,ADENOSINE RECEPTOR
CROHN,EFO_0000384,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRG1,ENSG00000163285,GABA-A RECEPTOR
CROHN,EFO_0000384,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA2,ENSG00000151834,GABA-A RECEPTOR
CROHN,EFO_0000384,OMEPRAZOLE,CHEMBL1503,SMALL MOLECULE,POTASSIUM-TRANSPORTING ATPASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,ATP4A,ENSG00000105675,HYDROGEN POTASSIUM ATPASE
CROHN,EFO_0000384,DEXTROMETHORPHAN,CHEMBL52440,SMALL MOLECULE,SIGMA OPIOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,SIGMAR1,ENSG00000147955,MEMBRANE RECEPTOR
CROHN,EFO_0000384,CAFFEINE,CHEMBL113,SMALL MOLECULE,ADENOSINE RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,ADORA2A,ENSG00000128271,ADENOSINE RECEPTOR
CROHN,EFO_0000384,CELECOXIB,CHEMBL118,SMALL MOLECULE,CYCLOOXYGENASE-2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS2,ENSG00000073756,OXIDOREDUCTASE
CROHN,EFO_0000384,CAFFEINE,CHEMBL113,SMALL MOLECULE,ADENOSINE RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,ADORA2B,ENSG00000170425,ADENOSINE RECEPTOR
CROHN,EFO_0000384,USTEKINUMAB,CHEMBL1201835,ANTIBODY,INTERLEUKIN-12 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,IL12B,ENSG00000113302,SECRETED PROTEIN
CROHN,EFO_0000384,THALIDOMIDE,CHEMBL468,SMALL MOLECULE,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,RBX1,ENSG00000100387,UNCLASSIFIED PROTEIN
CROHN,EFO_0000384,THALIDOMIDE,CHEMBL468,SMALL MOLECULE,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CRBN,ENSG00000113851,UNCLASSIFIED PROTEIN
CROHN,EFO_0000384,SARGRAMOSTIM,CHEMBL1201670,PROTEIN,GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,CSF2RA,ENSG00000198223,MEMBRANE RECEPTOR
CROHN,EFO_0000384,ABATACEPT,CHEMBL1201823,PROTEIN,T-LYMPHOCYTE ACTIVATION ANTIGEN CD80 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CD80,ENSG00000121594,SURFACE ANTIGEN
CROHN,EFO_0000384,THALIDOMIDE,CHEMBL468,SMALL MOLECULE,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CUL4A,ENSG00000139842,UNCLASSIFIED PROTEIN
CROHN,EFO_0000384,ABATACEPT,CHEMBL1201823,PROTEIN,T-LYMPHOCYTE ACTIVATION ANTIGEN CD86 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CD86,ENSG00000114013,SURFACE ANTIGEN
CROHN,EFO_0000384,THALIDOMIDE,CHEMBL468,SMALL MOLECULE,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,DDB1,ENSG00000167986,UNCLASSIFIED PROTEIN
CROHN,EFO_0000384,AMISELIMOD,CHEMBL3707375,SMALL MOLECULE,SPHINGOSINE 1-PHOSPHATE RECEPTOR MODULATOR,MODULATOR,OTHER,S1PR3,ENSG00000213694,EDG RECEPTOR
CROHN,EFO_0000384,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE-1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP1,ENSG00000196611,METALLO PROTEASE M10A SUBFAMILY
CROHN,EFO_0000384,TACROLIMUS,CHEMBL269732,SMALL MOLECULE,FK506-BINDING PROTEIN 1A INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FKBP1A,ENSG00000088832,ISOMERASE
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD3,ENSG00000077514,ENZYME
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLE2,ENSG00000100479,ENZYME
CROHN,EFO_0000384,LENALIDOMIDE,CHEMBL848,SMALL MOLECULE,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,DDB1,ENSG00000167986,UNCLASSIFIED PROTEIN
CROHN,EFO_0000384,TOFACITINIB,CHEMBL221959,SMALL MOLECULE,JANUS KINASE (JAK) INHIBITOREXPERT,INHIBITOR,NEGATIVE MODULATOR,JAK3,ENSG00000105639,TYROSINE PROTEIN KINASE JAKA FAMILY
CROHN,EFO_0000384,HYDROXYCHLOROQUINE,CHEMBL1535,SMALL MOLECULE,TOLL-LIKE RECEPTOR 9 ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,TLR9,ENSG00000239732,TOLL-LIKE AND IL-1 RECEPTORS
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE RR1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,RRM1,ENSG00000167325,OXIDOREDUCTASE
CROHN,EFO_0000384,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE 8 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP8,ENSG00000118113,METALLO PROTEASE M10A SUBFAMILY
CROHN,EFO_0000384,TOFACITINIB,CHEMBL221959,SMALL MOLECULE,JANUS KINASE (JAK) INHIBITOREXPERT,INHIBITOR,NEGATIVE MODULATOR,TYK2,ENSG00000105397,TYROSINE PROTEIN KINASE JAKA FAMILY
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD1,ENSG00000062822,ENZYME
CROHN,EFO_0000384,TOFACITINIB,CHEMBL221959,SMALL MOLECULE,JANUS KINASE (JAK) INHIBITOREXPERT,INHIBITOR,NEGATIVE MODULATOR,JAK1,ENSG00000162434,TYROSINE PROTEIN KINASE JAKA FAMILY
CROHN,EFO_0000384,TOFACITINIB,CHEMBL221959,SMALL MOLECULE,JANUS KINASE (JAK) INHIBITOREXPERT,INHIBITOR,NEGATIVE MODULATOR,JAK2,ENSG00000096968,TYROSINE PROTEIN KINASE JAKA FAMILY
CROHN,EFO_0000384,AMISELIMOD,CHEMBL3707375,SMALL MOLECULE,SPHINGOSINE 1-PHOSPHATE RECEPTOR MODULATOR,MODULATOR,OTHER,S1PR1,ENSG00000170989,EDG RECEPTOR
CROHN,EFO_0000384,ALDESLEUKIN,CHEMBL1201438,PROTEIN,INTERLEUKIN-2 RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,IL2RA,ENSG00000134460,MEMBRANE RECEPTOR
CROHN,EFO_0000384,NALTREXONE,CHEMBL19019,SMALL MOLECULE,OPIOID RECEPTORS; MU/KAPPA/DELTA ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,OPRK1,ENSG00000082556,OPIOID RECEPTOR
CROHN,EFO_0000384,LENALIDOMIDE,CHEMBL848,SMALL MOLECULE,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CUL4A,ENSG00000139842,UNCLASSIFIED PROTEIN
CROHN,EFO_0000384,NALTREXONE,CHEMBL19019,SMALL MOLECULE,OPIOID RECEPTORS; MU/KAPPA/DELTA ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,OPRM1,ENSG00000112038,OPIOID RECEPTOR
CROHN,EFO_0000384,NALTREXONE,CHEMBL19019,SMALL MOLECULE,OPIOID RECEPTORS; MU/KAPPA/DELTA ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,OPRD1,ENSG00000116329,OPIOID RECEPTOR
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PRIM2,ENSG00000146143,ENZYME
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLA2,ENSG00000014138,ENZYME
CROHN,EFO_0000384,ATORVASTATIN,CHEMBL1487,SMALL MOLECULE,HMG-COA REDUCTASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HMGCR,ENSG00000113161,OXIDOREDUCTASE
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLA1,ENSG00000101868,ENZYME
CROHN,EFO_0000384,MYCOPHENOLATE MOFETIL,CHEMBL1456,SMALL MOLECULE,INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE (IMPDH) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,IMPDH1,ENSG00000106348,OXIDOREDUCTASE
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLE3,ENSG00000148229,ENZYME
CROHN,EFO_0000384,AMISELIMOD,CHEMBL3707375,SMALL MOLECULE,SPHINGOSINE 1-PHOSPHATE RECEPTOR MODULATOR,MODULATOR,OTHER,S1PR4,ENSG00000125910,EDG RECEPTOR
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD2,ENSG00000106628,ENZYME
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PRIM1,ENSG00000198056,ENZYME
CROHN,EFO_0000384,FILGRASTIM,CHEMBL1201567,PROTEIN,GRANULOCYTE COLONY STIMULATING FACTOR RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,CSF3R,ENSG00000119535,MEMBRANE RECEPTOR
CROHN,EFO_0000384,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE 7 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP7,ENSG00000137673,METALLO PROTEASE M10A SUBFAMILY
CROHN,EFO_0000384,ALDESLEUKIN,CHEMBL1201438,PROTEIN,INTERLEUKIN-2 RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,IL2RB,ENSG00000100385,MEMBRANE RECEPTOR
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD4,ENSG00000175482,ENZYME
CROHN,EFO_0000384,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLE,ENSG00000177084,ENZYME
CROHN,EFO_0000384,LENALIDOMIDE,CHEMBL848,SMALL MOLECULE,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CRBN,ENSG00000113851,UNCLASSIFIED PROTEIN
CROHN,EFO_0000384,AMISELIMOD,CHEMBL3707375,SMALL MOLECULE,SPHINGOSINE 1-PHOSPHATE RECEPTOR MODULATOR,MODULATOR,OTHER,S1PR2,ENSG00000267534,EDG RECEPTOR
CROHN,EFO_0000384,HYDROXYCHLOROQUINE,CHEMBL1535,SMALL MOLECULE,TOLL-LIKE RECEPTOR 7 ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,TLR7,ENSG00000196664,TOLL-LIKE AND IL-1 RECEPTORS
CROHN,EFO_0000384,MYCOPHENOLATE MOFETIL,CHEMBL1456,SMALL MOLECULE,INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE (IMPDH) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,IMPDH2,ENSG00000178035,OXIDOREDUCTASE
CROHN,EFO_0000384,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE 13 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP13,ENSG00000137745,METALLO PROTEASE M10A SUBFAMILY
CROHN,EFO_0000384,AMISELIMOD,CHEMBL3707375,SMALL MOLECULE,SPHINGOSINE 1-PHOSPHATE RECEPTOR MODULATOR,MODULATOR,OTHER,S1PR5,ENSG00000180739,EDG RECEPTOR
CROHN,EFO_0000384,LENALIDOMIDE,CHEMBL848,SMALL MOLECULE,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,RBX1,ENSG00000100387,UNCLASSIFIED PROTEIN
CROHN,EFO_0000384,VERAPAMIL,CHEMBL6966,SMALL MOLECULE,VOLTAGE-GATED L-TYPE CALCIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,CACNA1F,ENSG00000102001,VOLTAGE-GATED CALCIUM CHANNEL
CROHN,EFO_0000384,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,ANANDAMIDE AMIDOHYDROLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FAAH,ENSG00000117480,HYDROLASE
CROHN,EFO_0000384,VERAPAMIL,CHEMBL6966,SMALL MOLECULE,VOLTAGE-GATED L-TYPE CALCIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,CACNA1D,ENSG00000157388,VOLTAGE-GATED CALCIUM CHANNEL
CROHN,EFO_0000384,ROSUVASTATIN,CHEMBL1496,SMALL MOLECULE,HMG-COA REDUCTASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HMGCR,ENSG00000113161,OXIDOREDUCTASE
CROHN,EFO_0000384,PIOGLITAZONE,CHEMBL595,SMALL MOLECULE,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA AGONIST,AGONIST,POSITIVE MODULATOR,PPARG,ENSG00000132170,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP C MEMBER 3
CROHN,EFO_0000384,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC1,ENSG00000116478,HDAC CLASS I
CROHN,EFO_0000384,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS2,ENSG00000073756,OXIDOREDUCTASE
CROHN,EFO_0000384,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC2,ENSG00000196591,HDAC CLASS I
CROHN,EFO_0000384,VERAPAMIL,CHEMBL6966,SMALL MOLECULE,VOLTAGE-GATED L-TYPE CALCIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,CACNA1S,ENSG00000081248,VOLTAGE-GATED CALCIUM CHANNEL
CROHN,EFO_0000384,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS1,ENSG00000095303,OXIDOREDUCTASE
CROHN,EFO_0000384,VERAPAMIL,CHEMBL6966,SMALL MOLECULE,VOLTAGE-GATED L-TYPE CALCIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,CACNA1C,ENSG00000151067,VOLTAGE-GATED CALCIUM CHANNEL
CROHN,EFO_0000384,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 6 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC6,ENSG00000094631,HDAC CLASS IIB
CROHN,EFO_0000384,WARFARIN,CHEMBL1464,SMALL MOLECULE,VITAMIN K EPOXIDE REDUCTASE COMPLEX SUBUNIT 1 ISOFORM 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,VKORC1,ENSG00000167397,OXIDOREDUCTASE
CROHN,EFO_0000384,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 3 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC3,ENSG00000171720,HDAC CLASS I
